noise_level,success_prob,has_advantage,ideal_prob,random_baseline
0.000000,0.944336,True,0.945313,0.125000
0.005000,0.524414,True,0.945313,0.125000
0.010000,0.293945,True,0.945313,0.125000
0.020000,0.166992,True,0.945313,0.125000
0.030000,0.140625,True,0.945313,0.125000
0.050000,0.121094,False,0.945313,0.125000
0.080000,0.118652,False,0.945313,0.125000
0.100000,0.132324,False,0.945313,0.125000
0.150000,0.109375,False,0.945313,0.125000
0.200000,0.123047,False,0.945313,0.125000
